dEven,fold_id,candidate_events,required_quota,selected_signals,selected_positive_labels,raw_score_cutoff,minimum_raw_score,maximum_raw_score
2017-10-25,1,89,5,5,3,0.5916982889175415,0.5022570490837097,0.6226587295532227
2017-10-28,1,99,5,5,4,0.6250250935554504,0.5050154328346252,0.6777371764183044
2017-10-29,1,97,5,5,1,0.6095597147941589,0.4858486354351043,0.6694522500038147
2017-10-30,1,108,6,6,3,0.6173029541969299,0.5024778246879578,0.6745370030403137
2017-10-31,1,105,6,6,3,0.6262127757072449,0.546170175075531,0.693781852722168
2017-11-01,1,114,6,6,5,0.5671981573104858,0.5037392377853394,0.6189751029014587
2017-11-04,1,120,6,6,2,0.6237110495567322,0.5433115363121033,0.6335510015487671
2017-11-05,1,109,6,6,3,0.534494936466217,0.4073778688907623,0.5884326100349426
2017-11-06,1,117,6,6,3,0.5353427529335022,0.4225024282932281,0.5585528612136841
2017-11-07,1,108,6,6,4,0.5880289077758789,0.507506251335144,0.6309767961502075
2017-11-08,1,109,6,6,4,0.5808771848678589,0.4985992312431335,0.6416675448417664
2017-11-11,1,113,6,6,2,0.6287628412246704,0.5372009873390198,0.639703094959259
2017-11-12,1,107,6,6,2,0.6362869739532471,0.5348584055900574,0.6550730466842651
2017-11-13,1,114,6,6,2,0.6255622506141663,0.5448579788208008,0.6741887331008911
2017-11-14,1,108,6,6,1,0.6204555034637451,0.5297686457633972,0.6705993413925171
2017-11-15,1,122,7,7,2,0.6276652812957764,0.5268738865852356,0.6595989465713501
2017-11-18,1,120,6,6,3,0.6350350379943848,0.5365518927574158,0.6723114848136902
2017-11-20,1,120,6,6,4,0.6284865140914917,0.5149664878845215,0.6727279424667358
2017-11-21,1,124,7,7,1,0.6370750665664673,0.5269845128059387,0.6537843942642212
2017-11-22,1,129,7,7,3,0.6073254346847534,0.5162069797515869,0.6870126128196716
2017-11-25,1,126,7,7,2,0.6337945461273193,0.5206130743026733,0.6763109564781189
2017-11-26,1,134,7,7,3,0.6157746315002441,0.4958728849887848,0.6487940549850464
2017-11-28,1,124,7,7,1,0.612751841545105,0.5024475455284119,0.6523348093032837
2017-11-29,1,139,7,7,3,0.6209841370582581,0.5137920379638672,0.6576969027519226
2017-12-02,1,137,7,7,1,0.6263762712478638,0.5056841373443604,0.6820443868637085
2017-12-03,1,133,7,7,3,0.6239332556724548,0.488331526517868,0.6821194291114807
2017-12-04,1,130,7,7,2,0.6416803598403931,0.5170058012008667,0.687099039554596
2017-12-05,1,131,7,7,2,0.6395145654678345,0.5216918587684631,0.7140753865242004
2017-12-09,1,137,7,7,2,0.6507280468940735,0.5228831768035889,0.6822701692581177
2017-12-10,1,144,8,8,6,0.6206749081611633,0.4961797893047333,0.6914226412773132
